-52,5,45
-53,0,45
-52,-5,45
-51,-10,45
-50,-15,45
-46,-19,45
-44,-23,45
-41,-27,45
-38,-31,45
-35,-35,45
-29,-36,45
-26,-39,45
-22,-41,45
-17,-43,45
-13,-44,45
-8,-43,45
-4,-43,45
0,-44,45
4,-43,45
8,-43,45
12,-41,45
16,-39,45
20,-37,45
23,-35,45
27,-33,45
31,-31,45
34,-27,45
36,-24,45
38,-20,45
40,-16,45
44,-13,45
45,-8,45
45,-4,45
46,0,45
46,4,48
46,9,48
44,13,48
43,17,48
41,22,48
44,30,48
41,34,48
38,38,48
34,41,48
30,44,48
25,47,48
20,49,48
15,51,48
10,52,48
5,53,48
0,55,48
-5,54,48
-10,53,48
-15,52,48
-21,50,48
-26,50,48
-31,47,48
-36,44,48
-40,40,48
-44,36,48
-44,29,48
-46,24,48
-48,20,48
-50,15,48
-51,10,48
-52,5,48
-53,0,48
-52,-5,48
-51,-10,48
-50,-15,48
-45,-18,48
-43,-23,48
-40,-27,48
-37,-31,48
-34,-34,48
-30,-37,48
-26,-39,48
-22,-42,48
-18,-44,48
-13,-45,48
-8,-42,48
-4,-42,48
0,-43,48
4,-42,48
8,-42,48
12,-42,48
16,-40,48
20,-38,48
24,-36,48
27,-34,48
31,-31,48
34,-28,48
37,-25,48
39,-21,48
41,-17,48
45,-13,48
47,-9,48
47,-4,48
48,0,48
48,4,51
48,9,51
46,14,51
45,18,51
43,23,51
44,29,51
40,33,51
37,37,51
33,40,51
29,44,51
24,46,51
20,48,51
15,50,51
10,51,51
5,52,51
0,52,51
-5,51,51
-10,51,51
-15,49,51
-19,48,51
-27,51,51
-32,48,51
-36,44,51
-41,41,51
-44,36,51
-45,30,51
-48,25,51
-50,21,51
-52,15,51
-53,10,51
-50,4,51
-51,0,51
-50,-4,51
-50,-9,51
-48,-14,51
-43,-17,51
-41,-22,51
-39,-26,51
-36,-29,51
-33,-33,51
-28,-34,51
-25,-37,51
-21,-39,51
-17,-41,51
-13,-43,51
-8,-41,51
-4,-41,51
0,-42,51
4,-41,51
8,-41,51
12,-41,51
16,-39,51
20,-37,51
23,-35,51
27,-33,51
31,-31,51
34,-27,51
36,-24,51
38,-20,51
40,-16,51
43,-13,51
44,-8,51
44,-4,51
45,0,51
48,4,54
48,9,54
46,14,54
45,18,54
43,23,54
41,27,54
38,31,54
35,35,54
31,38,54
27,41,54
24,44,54
19,47,54
14,48,54
9,50,54
4,50,54
0,53,54
-5,52,54
-10,51,54
-15,50,54
-20,48,54
-24,44,54
-28,42,54
-32,39,54
-36,36,54
-39,32,54
-40,27,54
-43,23,54
-45,18,54
-46,14,54
-48,9,54
-47,4,54
-48,0,54
-47,-4,54
-47,-9,54
-45,-13,54
-42,-17,54
-40,-21,54
-38,-25,54
-35,-29,54
-32,-32,54
-25,-30,54
-22,-33,54
-18,-35,54
-15,-36,54
-11,-38,54
-7,-39,54
-3,-39,54
0,-40,54
3,-39,54
7,-39,54
11,-38,54
15,-36,54
18,-35,54
22,-33,54
25,-30,54
28,-28,54
31,-26,54
34,-22,54
36,-19,54
37,-15,54
42,-12,54
43,-8,54
43,-4,54
44,0,54
46,4,57
46,9,57
44,13,57
43,17,57
41,22,57
41,27,57
38,31,57
35,35,57
31,38,57
27,41,57
23,44,57
19,46,57
14,47,57
9,49,57
4,49,57
0,47,57
-4,46,57
-9,46,57
-13,44,57
-17,43,57
-22,41,57
-26,39,57
-29,36,57
-33,33,57
-36,29,57
-36,24,57
-38,20,57
-40,16,57
-42,12,57
-43,8,57
-41,4,57
-42,0,57
-41,-4,57
-41,-8,57
-40,-12,57
-36,-14,57
-34,-18,57
-32,-21,57
-30,-24,57
-27,-27,57
-22,-27,57
-20,-29,57
-16,-31,57
-13,-33,57
-10,-34,57
-6,-34,57
-3,-34,57
0,-35,57
3,-34,57
6,-34,57
9,-32,57
13,-31,57
16,-29,57
18,-28,57
21,-26,57
28,-28,57
31,-26,57
34,-22,57
36,-19,57
37,-15,57
39,-11,57
40,-7,57
40,-4,57
41,0,57
